Job Role,Company Name,Location,Date Posted,Apply Link,Company Link,No. of Applicants,Company / Job Details,Source
Data Analyst,International Bills Finance,"Northampton, England",30d+,"https://www.glassdoor.co.uk/job-listing/data-analyst-international-bills-finance-JV_IC3253297_KO0,12_KE13,40.htm?jl=1010189222368",N/A,N/A,"Credit Reference Agencies – to complete a soft credit check to understand your financial history. You're able to carry out data extraction, manipulation, and…&hellip;

Skills: Data structures, Databases, Data analytics, GitHub, Root cause analysis",Glassdoor
Data Analyst,Landsec,United Kingdom,30d+,"https://www.glassdoor.co.uk/job-listing/data-analyst-landsec-JV_KO0,12_KE13,20.htm?jl=1010157877108",N/A,N/A,"You will work with all manner of data, including rental income, logistics and operational costs, market research, profit margins, finance operations and brand…&hellip;

Skills: Data modelling, Data mining, Business intelligence, Business analysis, Database management",Glassdoor
Data Analyst,Just Eat Takeaway.com,"London, England",30d+,"https://www.glassdoor.co.uk/job-listing/data-analyst-just-eat-takeaway-com-JV_IC2671300_KO0,12_KE13,34.htm?jl=1009814468444",N/A,N/A,"Working closely with stakeholders from our employed courier model and coordinating cross-functional initiatives (working closely with the strategic account…&hellip;

Skills: Tableau, Analysis skills, Continuous improvement, Data collection, Root cause analysis",Glassdoor
Data Analyst,Express Solicitors,"Manchester, England",30d+,"https://www.glassdoor.co.uk/job-listing/data-analyst-express-solicitors-JV_IC2691218_KO0,12_KE13,31.htm?jl=1010203255649",N/A,N/A,"Active social committee with generous departmental and firm-wide social budget. Private medical insurance available after 2 years’ service, annual flu jab and…&hellip;

Skills: Power BI, Data analysis skills, Databases, SQL, Injection administration",Glassdoor
Insight Data Analyst,The Children's Society,Remote,4d,"https://www.glassdoor.co.in/job-listing/insight-data-analyst-the-children-s-society-JV_KO0,20_KE21,43.htm?jl=1010232576617",N/A,N/A,"The post-holder will work closely with stakeholders to understand reporting requirements, develop trusted data products and support a growing data-driven…&hellip;

Skills: Power BI, Relational databases, Analysis skills, Data analytics, Data visualisation",Glassdoor
Data Selections Analyst,World Wildlife Fund,"Woking, England",2d,"https://www.glassdoor.co.uk/job-listing/data-selections-analyst-world-wildlife-fund-JV_IC3294067_KO0,23_KE24,43.htm?jl=1010235264637",N/A,N/A,"You’ll also develop and maintain dashboards in Power BI and Apteco Orbit, helping colleagues understand campaign performance and access the information they…&hellip;

Skills: CRM software, Power BI, Data analysis skills, Technical support, Analysis skills",Glassdoor
CRRD Data Analyst,International Rescue Committee,"London, England",16d,"https://www.glassdoor.co.uk/job-listing/crrd-data-analyst-international-rescue-committee-JV_IC2671300_KO0,17_KE18,48.htm?jl=1010223058142",N/A,N/A,"Successful candidates will be hired on a local employment contract and according to local salary scale. They also provide strategic support implementing and…&hellip;

Skills: Power BI, Tableau, Analysis skills, Data analytics, Communication skills",Glassdoor
Business Intelligence Analyst,Warwickshire County Council,"Warwick, West Midlands, England",24h,"https://www.glassdoor.co.uk/job-listing/business-intelligence-analyst-warwickshire-county-council-JV_IC3320084_KO0,29_KE30,57.htm?jl=1010237353086",N/A,N/A,"The benefits we offer include agile working, a valuable part of the pay and reward package for employees working in local government, generous annual leave…&hellip;

Skills: Power BI, English, Data collection",Glassdoor
Data Operations Analyst,Houlihan Lokey,"London, England",24d,"https://www.glassdoor.co.uk/job-listing/data-operations-analyst-houlihan-lokey-JV_IC2671300_KO0,23_KE24,38.htm?jl=1010213354342",N/A,N/A,"1-3 years of industry experience, with a preference towards operational and / or research roles. Knowledge Development: leverage and build your understanding of…&hellip;

Skills: Operations management, Incident management, Process improvement, Analysis skills, Root cause analysis",Glassdoor
Position: Data Analyst,1 Stop Data,"Epsom, England",30d+,"https://www.glassdoor.co.uk/job-listing/position-data-analyst-1-stop-data-JV_IC3294608_KO0,21_KE22,33.htm?jl=1008961627867",N/A,N/A,"Advanced knowledge in writing queries and reports to standardise and transform data. At 1 Stop Data, new processes, products and services are usually developed…&hellip;

Skills: Statistical software, Relational databases, Google Cloud Platform, Analysis skills, Data analytics",Glassdoor
Business Analyst - Data & Analytics,Visit Britain,"Birmingham, England",2d,"https://www.glassdoor.co.uk/job-listing/business-analyst-data-analytics-visit-britain-JV_IC3376957_KO0,31_KE32,45.htm?jl=1010235140446",N/A,N/A,"Nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities who have made a valid application for settled or…&hellip;

Skills: Visual Basic, Presentation skills",Glassdoor
Data and Insights Analyst,Nugent Care,"Liverpool, England",30d+,"https://www.glassdoor.co.uk/job-listing/data-and-insights-analyst-nugent-care-JV_IC3380289_KO0,25_KE26,37.htm?jl=1010153561932",N/A,N/A,"30 days' annual leave (including bank holidays), increasing to 33 days after 3 years' service. The role will also have administrative ownership over several key…&hellip;

Skills: Power BI, Process improvement, Analysis skills, Data management, Data analytics",Glassdoor
People Data Analyst,Thirteen,"Middlesbrough, England",3d,"https://www.glassdoor.co.uk/job-listing/people-data-analyst-thirteen-JV_IC3314456_KO0,19_KE20,28.htm?jl=1010233837055",N/A,N/A,"Simply Health save money on common health expenses and get access to health and wellbeing support services. High attention to detail with a commitment to data…&hellip;

Skills: Business intelligence, Data analysis skills, HRIS, Management reporting",Glassdoor
Data Analyst - 6 Month FTC,FDJ UNITED,United Kingdom,14d,"https://www.glassdoor.co.uk/job-listing/data-analyst-6-month-ftc-fdj-la-française-des-jeux-JV_KO0,24_KE25,50.htm?jl=1010225411033",N/A,N/A,"Knowledge of the online gambling industry, gambling products and marketing strategies. A degree in a numerate or analytical subject, though we're equally…&hellip;

Skills: Power BI, Analysis skills, Data analytics, Data visualisation, AI",Glassdoor
Business Analyst - Data,Jet2.com and Jet2holidays,"Leeds, England",30d+,"https://www.glassdoor.co.uk/job-listing/business-analyst-data-jet2-com-and-jet2holidays-JV_IC3414359_KO0,21_KE22,47.htm?jl=1010176257217",N/A,N/A,"Collaborate on the requirements lifecycle, driving elicitation, analysis, and documentation within your designated focus area (Pre-Delivery or Delivery).&hellip;

Skills: Data modelling, Business analysis, Analysis skills, UML, Agile",Glassdoor
Business Data Analyst (Migrations),Royal London,"Glasgow, Scotland",24h,"https://www.glassdoor.co.uk/job-listing/business-data-analyst-migrations-royal-london-JV_IC3298888_KO0,32_KE33,45.htm?jl=1010237276964",N/A,N/A,"Working closely with Data Engineering teams, Business SMEs and project colleagues , the Business Data Analyst will analyse data systems , translate findings…&hellip;

Skills: Business intelligence, Data structures, Business analysis, Analysis skills, User acceptance testing",Glassdoor
Data Analyst,Greenstone Advisory Group Ltd,United Kingdom,15d,"https://www.glassdoor.co.uk/job-listing/data-analyst-greenstone-advisory-group-ltd-JV_KO0,12_KE13,42.htm?jl=1010223401816",N/A,N/A,"Ensure accuracy, consistency, and integrity of data. Assist in improving data collection processes and documentation. Legal right to work in the United Kingdom.&hellip;

Skills: Power BI, English, Tableau, Analysis skills, Data management",Glassdoor
Data Analyst,Munich Re,United Kingdom,24h,"https://www.glassdoor.co.uk/job-listing/data-analyst-munich-re-JV_KO0,12_KE13,22.htm?jl=1010237251507",N/A,N/A,"Knowledge of data science, including machine learning, statistical analysis, and AI tools. We recognise outstanding individual contributions through a variety…&hellip;

Skills: Process improvement, Git, Analysis skills, Data management, Root cause analysis",Glassdoor
Data Analyst,Ecomcity LTD,"London, England",5d,"https://www.glassdoor.co.uk/job-listing/data-analyst-ecomcity-ltd-JV_IC2671300_KO0,12_KE13,25.htm?jl=1010231553380",N/A,N/A,"Assist in database design and maintenance using Oracle, Microsoft SQL Server, and VBA to ensure data integrity and accessibility.&hellip;

Skills: Power BI, Relational databases, Writing skills, R, Business analysis",Glassdoor
Data Analyst,Autotrader,"Manchester, England",30d+,"https://www.glassdoor.co.uk/job-listing/data-analyst-auto-trader-uk-JV_IC2691218_KO0,12_KE13,27.htm?jl=1010131691718",N/A,N/A,"Analyse the performance of your product, drive its improvement through your recommendations and ensure reliable evaluation of product changes and evolution.&hellip;

Skills: Statistical analysis, A/B testing, Google Analytics",Glassdoor
Data and Business Analyst,PJT Partners,"London, England",30d+,"https://www.glassdoor.co.uk/job-listing/data-and-business-analyst-pjt-partners-JV_IC2671300_KO0,25_KE26,38.htm?jl=1010110969685",N/A,N/A,"Deep Snowflake expertise — data modelling, schema and warehouse design, performance tuning, and RBAC/governance — with advanced SQL, including complex queries…&hellip;

Skills: Relational databases, ServiceNow, Financial services, Business requirements, Data warehouse",Glassdoor
Senior Performance Data Analyst,Housing Ombudsman Service,Remote,4d,"https://www.glassdoor.co.in/job-listing/senior-performance-data-analyst-housing-ombudsman-service-JV_KO0,31_KE32,57.htm?jl=1010232538734",N/A,N/A,"Nationals of the EU, Switzerland, Norway, Iceland or Liechtenstein and family members of those nationalities who have made a valid application for settled or…&hellip;

Skills: Business intelligence, Business analysis, Presentation skills, Management reporting, Business requirements",Glassdoor
Data Analyst,Invisage Alpha Ltd,"London, England",24h,"https://www.glassdoor.co.uk/job-listing/data-analyst-invisage-alpha-ltd-JV_IC2671300_KO0,12_KE13,31.htm?jl=1010236396924",N/A,N/A,"The role is therefore centred on genuine data-analysis and data-quality activities rather than data entry, administrative processing or general IT support.&hellip;

Skills: Data analysis skills, Statistical analysis, Analysis skills, Data collection, Root cause analysis",Glassdoor
"Graduate Technical Business Analyst, Data Warehouse Integration and Reporting, Birmingham",Acturis,"Birmingham, England",30d+,"https://www.glassdoor.co.uk/job-listing/graduate-technical-business-analyst-data-warehouse-integration-and-reporting-birmingham-acturis-JV_IC3376957_KO0,87_KE88,95.htm?jl=1010177408825",N/A,N/A,"We offer mentorship from day one, a clear progression path, and real responsibility early on, because we’ve built an environment where graduates grow fast and…&hellip;

Skills: Technical support, SQL, Data warehouse, PowerShell, Debugging",Glassdoor
Data Analyst,Advanced Wireless Technology Group,"London, England",30d+,"https://www.glassdoor.co.uk/job-listing/data-analyst-advanced-wireless-technology-group-JV_IC2671300_KO0,12_KE13,47.htm?jl=1010136117783",N/A,N/A,"Experience in digital products, public-sector services or consultancy environments. Support data governance, privacy and ethical handling of data in line with…&hellip;

Skills: Jira, Power BI, Business analysis, Tableau, Statistical analysis",Glassdoor
Space Data Analyst,London South Bank University,"London, England",11d,"https://www.glassdoor.co.uk/job-listing/space-data-analyst-london-south-bank-university-JV_IC2671300_KO0,18_KE19,47.htm?jl=1010226520818",N/A,N/A,"The data will range from campus level information, individual space information, timetabling data, access control data and more.&hellip;

Skills: Data management",Glassdoor
Data Analyst,Hulcan,"London, England",4d,"https://www.glassdoor.co.uk/job-listing/data-analyst-hulcan-JV_IC2671300_KO0,12_KE13,19.htm?jl=1010232420616",N/A,N/A,"Partner across the reporting and data-accuracy voice within the data warehouse migration project, working closely with Technology.&hellip;

Skills: Business intelligence, SQL, Management reporting, Data visualisation, Communication skills",Glassdoor
Data Analyst,Redcentric,"London, England",17d,"https://www.glassdoor.co.uk/job-listing/data-analyst-redcentric-JV_IC2671300_KO0,12_KE13,23.htm?jl=1010222028504",N/A,N/A,"Ensure data accuracy and integrity through regular audits and validation processes. Assist in the development and implementation of data management systems.&hellip;

Skills: Business intelligence, Analysis skills, Data management, Data analytics, Communication skills",Glassdoor
Data Insights & Business Intelligence Analyst,TLT,"Bristol, England",30d+,"https://www.glassdoor.co.uk/job-listing/data-insights-business-intelligence-analyst-tlt-JV_IC3280589_KO0,43_KE44,47.htm?jl=1010153573445",N/A,N/A,"You will also have access to an extensive range of benefits via our flexible benefits scheme including 25 days holiday (which will increase to 30 days based…&hellip;

Skills: Business intelligence, Writing skills, Data analysis skills, Process improvement, Change management",Glassdoor
GTM Data Analyst,Sunday,"London, England",3d,"https://www.glassdoor.co.uk/job-listing/gtm-data-analyst-sunday-JV_IC2671300_KO0,16_KE17,23.htm?jl=1010233772645",N/A,N/A,"Build and own the reporting standard used in sales leadership’s regular GTM performance reviews. Exposure to go-to-market, sales, or revenue operations…&hellip;

Skills: Business intelligence, Business analysis, Management reporting, AI, Data warehouse",Glassdoor
Contract - Business Analyst/Data Analyst (GMI Migration),Deloitte,"London, England",8d,"https://www.glassdoor.co.uk/job-listing/contract-business-analyst-data-analyst-gmi-migration-deloitte-JV_IC2671300_KO0,52_KE53,61.htm?jl=1010230331321",N/A,N/A,"Stakeholder management skills; focus on maintaining high data integrity and driving operational risk reduction. Day rate: Competitive (Inside IR35).&hellip;

Skills: Jira, Business analysis, SQL, Confluence, Accounting",Glassdoor
Business Data Analyst - Operations,GKN Aerospace,"East Cowes, England",30d+,"https://www.glassdoor.co.uk/job-listing/business-data-analyst-operations-gkn-aerospace-JV_IC2688772_KO0,32_KE33,46.htm?jl=1010138208171",N/A,N/A,"A degree in a STEM subject, or equivalent experience in analytical or technical problem solving would be advantageous.&hellip;

Skills: Power BI, Data analysis skills, Data management, Management reporting, Data visualisation",Glassdoor
The Data School UK - Data Analyst/Consultant,The Information Lab,"London, England",30d+,"https://www.glassdoor.co.uk/job-listing/the-data-school-uk-data-analyst-consultant-the-information-lab-JV_IC2671300_KO0,42_KE43,62.htm?jl=1009149766442",N/A,N/A,"We typically recruit 8 people every 2 months, with the option for applicants to specify a particular intake. Salary: £35k during training and placements 1 and 2…&hellip;

Skills: Presentation skills, Data analytics",Glassdoor
Data Analyst,East Lancashire Learning Group,"Accrington, England",17d,"https://www.glassdoor.co.uk/job-listing/data-analyst-east-lancashire-learning-group-JV_IC3527425_KO0,12_KE13,43.htm?jl=1010221767914",N/A,N/A,"We are home to 2,400 16-18 year old A Level and vocational students, 16,500 adult learners, 1,300 Apprentices and 400 Higher Education students.&hellip;

Skills: Power BI, Analysis skills, Management reporting, Analytics",Glassdoor
Data Analyst,Fortray Global Services,"London, England",30d+,"https://www.glassdoor.co.uk/job-listing/data-analyst-fortray-global-services-ltd-JV_IC2671300_KO0,12_KE13,40.htm?jl=1009031306672",N/A,N/A,"A minimum of 1-2 years’ experience in a Data related role. Hands on experience designing, building pipelines, and supporting data platforms across Google data…&hellip;

Skills: Microsoft Powerpoint, Relational databases, Google Cloud Platform, Management reporting, Data visualisation",Glassdoor
Associate Data Analyst,CDP,"London, England",30d+,"https://www.glassdoor.co.uk/job-listing/associate-data-analyst-cdp-JV_IC2671300_KO0,22_KE23,26.htm?jl=1010154153815",N/A,N/A,"External stakeholders include: Data product customers, partner organisations. Some experience with applied data analytics and/or data science, working with…&hellip;

Skills: Power BI, English, Product management, Data analytics, Marketing automation",Glassdoor
Data Governance Analyst,Cynergy Bank,"London, England",14d,"https://www.glassdoor.co.uk/job-listing/data-governance-analyst-cynergy-bank-JV_IC2671300_KO0,23_KE24,36.htm?jl=1010225146150",N/A,N/A,"Support data lineage, metadata management, and data governance activities across multiple domains. Facilitate governance forums, steering groups, and working…&hellip;

Skills: SQL, Analysis skills, Data management, Risk management, Management reporting",Glassdoor
Data Analyst,Burford Capital,"London, England",30d+,"https://www.glassdoor.co.uk/job-listing/data-analyst-burford-capital-JV_IC2671300_KO0,12_KE13,28.htm?jl=1010183793403",N/A,N/A,"The Data Analyst will be involved in a wide variety of areas within the Strategy and Quantitative Analytics team, with a particular focus on the development and…&hellip;

Skills: Financial modelling, Business analysis, Functional testing, Technical writing, Business requirements",Glassdoor
Data Analyst,EveryMatrix,"London, England",30d+,"https://www.glassdoor.co.uk/job-listing/data-analyst-everymatrix-JV_IC2671300_KO0,12_KE13,24.htm?jl=1010201208953",N/A,N/A,"4 weeks of paternity leave, plus the flexibility to work from home full-time until your child is 13 weeks old.&hellip;

Skills: Tableau, Customer segmentation, Scripting, Data analytics, Management reporting",Glassdoor
Data Reporting and Insights Analyst,NFU Mutual,"Stratford-upon-Avon, England",8d,"https://www.glassdoor.co.uk/job-listing/data-reporting-and-insights-analyst-nfu-mutual-JV_IC3319863_KO0,35_KE36,46.htm?jl=1010230295809",N/A,N/A,"Employee Volunteering - volunteer in the community for one day each year. Unlimited access to Refer a Friend £500 bonus scheme.&hellip;

Skills: Power BI, Business analysis, Management reporting",Glassdoor
Data Quality Analyst,Leeds Building Society,"Leeds, England",5d,"https://www.glassdoor.co.uk/job-listing/data-quality-analyst-leeds-building-society-JV_IC3414359_KO0,20_KE21,43.htm?jl=1010231764183",N/A,N/A,Hybrid working - 2 days per week in the office. Annual bonus of up to 12%. Ability to successfully facilitate / negotiate outcomes within large groups and with…&hellip;,Glassdoor
